otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title	^physcraper:in_current_aln
otuPS15	Pterocymbium tinctorium	269825	300542	AY795590.1	None	True	identical and/or subsequence of otu376433, not added	-	Pterocymbium tinctorium NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS16	Scaphium macropodum	269827	300543	AY795591.1	None	True	identical and/or subsequence of otu376451, not added	-	Scaphium macropodum voucher P. Wilkie PW111 E NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS17	Hildegardia populifolia	269830	300540	AY795588.1	None	True	identical and/or subsequence of otu376448, not added	-	Hildegardia populifolia NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS18	Firmiana malayana	638539	300539	AY795587.1	None	True	identical and/or subsequence of otu376449, not added	-	Firmiana malayana NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS19	Hildegardia barteri	336228	82431	AF111754.1	None	True	identical and/or subsequence of otu376432, not added	-	Hildegardia barteri NADH dehydrogenase (ndhF) gene, partial cds; chloroplast gene for chloroplast product	False
otuPS20	Heritiera elata	536243	300536	AY795585.1	None	True	identical and/or subsequence of otu376445, not added	-	Heritiera elata NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS21	Heritiera littoralis	108610	93780	AF111744.1	None	True	identical and/or subsequence of otu376454, not added	-	Heritiera littoralis NADH dehydrogenase (ndhF) gene, partial cds; chloroplast gene for chloroplast product	False
otuPS22	Heritiera aurea	638567	300535	AY795583.1	None	True	identical and/or subsequence of otu376435, not added	-	Heritiera aurea voucher P. Wilkie PW37 E NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS23	Heritiera aurea	638567	300535	AY795584.1	None	True	identical and/or subsequence of otu376446, not added	-	Heritiera aurea voucher P. Wilkie PW43 E NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS24	Heritiera simplicifolia	638569	300534	AY795582.1	None	True	identical and/or subsequence of otu376427, not added	-	Heritiera simplicifolia NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS25	Sterculia parviflora	638557	300533	AY795581.1	None	True	identical and/or subsequence of otu376444, not added	-	Sterculia parviflora NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS26	Sterculia coccinea	638561	300531	AY795579.1	None	True	identical and/or subsequence of otu376436, not added	-	Sterculia coccinea NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS27	Sterculia stipulata	638563	300530	AY795578.1	None	True	identical and/or subsequence of otu376440, not added	-	Sterculia stipulata NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS28	Sterculia tragacantha	770769	66668	AF111747.1	None	True	new	-	Sterculia tragacantha NADH dehydrogenase (ndhF) gene, partial cds; chloroplast gene for chloroplast product	True
otuPS29	Macrostelia laurina	524603	439926	EF207299.1	None	True	new	-	Macrostelia laurina NADH dehydrogenase gene, partial cds; chloroplast	True
otuPS30	Kokia cookei	3942627	1962115	KY569595.1	None	True	new	-	Kokia cookei voucher WBG:75C238 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast	True
otuPS31	Kokia drynarioides	659000	47617	KY569597.1	None	True	new	-	Kokia drynarioides voucher HAW:Morden1196 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast	True
otuPS32	Kokia kauaiensis	200325	47620	KY569596.1	None	True	new	-	Kokia kauaiensis voucher HLA:L93.0403 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast	True
otuPS33	Sterculia balanghas	638559	300532	AY795580.1	None	True	identical and/or subsequence of otu376450, not added	-	Sterculia balanghas NADH dehydrogenase (ndhF) gene, partial cds; chloroplast	False
otuPS34	Cephalohibiscus peekelii	5922473	1833791	KT967003.1	None	True	new	-	Cephalohibiscus peekelii voucher Regalado and Katik 1192 (GH) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast	True
